tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NED12-3b_LP-DIR-AF-84	NED12-3b_LP-DIR-AF	NED12-3b	2.6	200.0	8.6	0.06	0	0	0	21	273	This study	hargrave 2018-10-13 22:48:56	LT-AF-Z:LP-DIR-AF	g	84	u	4	273	pmagpy-4.2.28	8.88e-07	1.1e-08	1.86e-08	3.56e-08
NED12-3b_LP-DIR-AF-85	NED12-3b_LP-DIR-AF	NED12-3b	2.6	200.8	7.1	0.065	0	0	0	22	273	This study	hargrave 2018-10-13 22:50:21	LT-AF-Z:LP-DIR-AF	g	85	u	4	273	pmagpy-4.2.28	8.57e-07	1.14e-08	1.96e-08	3.39e-08
NED12-3b_LP-DIR-AF-86	NED12-3b_LP-DIR-AF	NED12-3b	2.5	201.4	6	0.07	0	0	0	23	273	This study	hargrave 2018-10-13 22:51:43	LT-AF-Z:LP-DIR-AF	g	86	u	4	273	pmagpy-4.2.28	8.29e-07	1.03e-08	1.59e-08	3.2900000000000003e-08
NED12-3b_LP-DIR-AF-87	NED12-3b_LP-DIR-AF	NED12-3b	2.5	201.9	5.2	0.075	0	0	0	24	273	This study	hargrave 2018-10-13 22:53:04	LT-AF-Z:LP-DIR-AF	g	87	u	4	273	pmagpy-4.2.28	8.06e-07	1.01e-08	1.55e-08	3.17e-08
NED12-3b_LP-DIR-AF-88	NED12-3b_LP-DIR-AF	NED12-3b	2.6	202.2	4.7	0.08	0	0	0	25	273	This study	hargrave 2018-10-13 22:54:28	LT-AF-Z:LP-DIR-AF	g	88	u	4	273	pmagpy-4.2.28	7.82e-07	1.03e-08	1.7e-08	3.07e-08
NED12-3b_LP-DIR-AF-89	NED12-3b_LP-DIR-AF	NED12-3b	2.4	202.3	4	0.09	0	0	0	26	273	This study	hargrave 2018-10-13 22:55:57	LT-AF-Z:LP-DIR-AF	g	89	u	4	273	pmagpy-4.2.28	7.38e-07	7.8e-09	1.22e-08	2.89e-08
NED12-3b_LP-DIR-AF-90	NED12-3b_LP-DIR-AF	NED12-3b	2.6	202.9	3.3	0.1	0	0	0	27	273	This study	hargrave 2018-10-13 22:57:22	LT-AF-Z:LP-DIR-AF	g	90	u	4	273	pmagpy-4.2.28	7.009999999999999e-07	9.68e-09	1.59e-08	2.73e-08
NED12-3b_LP-DIR-AF-91	NED12-3b_LP-DIR-AF	NED12-3b	2.5	202.9	2.8	0.11	0	0	0	28	273	This study	hargrave 2018-10-13 22:58:44	LT-AF-Z:LP-DIR-AF	g	91	u	4	273	pmagpy-4.2.28	6.57e-07	8.52e-09	1.23e-08	2.55e-08
NED12-3b_LP-DIR-AF-92	NED12-3b_LP-DIR-AF	NED12-3b	2.6	202.8	2.9	0.12	0	0	0	29	273	This study	hargrave 2018-10-13 23:00:13	LT-AF-Z:LP-DIR-AF	g	92	u	4	273	pmagpy-4.2.28	6.16e-07	8.43e-09	1.37e-08	2.38e-08
NED12-3b_LP-DIR-AF-93	NED12-3b_LP-DIR-AF	NED12-3b	2.5	203.1	2.5	0.13	0	0	0	30	273	This study	hargrave 2018-10-13 23:01:37	LT-AF-Z:LP-DIR-AF	g	93	u	4	273	pmagpy-4.2.28	5.75e-07	7.47e-09	1.07e-08	2.25e-08
NED12-4b_LP-DIR-AF-94	NED12-4b_LP-DIR-AF	NED12-4b	3	187.9	42.1	0	0	0	0	0	273	This study	hargrave 2018-10-13 23:03:31	LT-NO:LP-DIR-AF	g	94	u	4	273	pmagpy-4.2.28	1.3e-06	3.4e-08	4.22e-08	4.41e-08
NED12-4b_LP-DIR-AF-95	NED12-4b_LP-DIR-AF	NED12-4b	3.3	188.4	42.1	0.001	0	0	0	1	273	This study	hargrave 2018-10-13 23:04:52	LT-AF-Z:LP-DIR-AF	g	95	u	4	273	pmagpy-4.2.28	1.3e-06	3.4500000000000005e-08	4.99e-08	4.39e-08
NED12-4b_LP-DIR-AF-96	NED12-4b_LP-DIR-AF	NED12-4b	3.3	188.6	42	0.002	0	0	0	2	273	This study	hargrave 2018-10-13 23:06:13	LT-AF-Z:LP-DIR-AF	g	96	u	4	273	pmagpy-4.2.28	1.3e-06	3.44e-08	5.05e-08	4.37e-08
NED12-4b_LP-DIR-AF-97	NED12-4b_LP-DIR-AF	NED12-4b	3.3	188.8	42	0.003	0	0	0	3	273	This study	hargrave 2018-10-13 23:07:34	LT-AF-Z:LP-DIR-AF	g	97	u	4	273	pmagpy-4.2.28	1.29e-06	3.44e-08	5.03e-08	4.31e-08
NED12-4b_LP-DIR-AF-98	NED12-4b_LP-DIR-AF	NED12-4b	3.3	188.2	41.8	0.004	0	0	0	4	273	This study	hargrave 2018-10-13 23:08:55	LT-AF-Z:LP-DIR-AF	g	98	u	4	273	pmagpy-4.2.28	1.28e-06	3.41e-08	4.9e-08	4.25e-08
NED12-4b_LP-DIR-AF-99	NED12-4b_LP-DIR-AF	NED12-4b	3.4	211.6	40.6	0.005	0	0	0	5	273	This study	hargrave 2018-10-13 23:10:16	LT-AF-Z:LP-DIR-AF	g	99	u	4	273	pmagpy-4.2.28	1.27e-06	5.31e-08	4.25e-08	3.3700000000000004e-08
NED12-4b_LP-DIR-AF-100	NED12-4b_LP-DIR-AF	NED12-4b	3.3	209.0	40.2	0.0075	0	0	0	6	273	This study	hargrave 2018-10-13 23:11:37	LT-AF-Z:LP-DIR-AF	g	100	u	4	273	pmagpy-4.2.28	1.23e-06	5e-08	4.15e-08	3.28e-08
NED12-4b_LP-DIR-AF-101	NED12-4b_LP-DIR-AF	NED12-4b	3.4	207.1	39.6	0.01	0	0	0	7	273	This study	hargrave 2018-10-13 23:12:57	LT-AF-Z:LP-DIR-AF	g	101	u	4	273	pmagpy-4.2.28	1.2e-06	4.89e-08	4.15e-08	3.2e-08
NED12-4b_LP-DIR-AF-102	NED12-4b_LP-DIR-AF	NED12-4b	3.3	206.0	39.3	0.0125	0	0	0	8	273	This study	hargrave 2018-10-13 23:14:22	LT-AF-Z:LP-DIR-AF	g	102	u	4	273	pmagpy-4.2.28	1.18e-06	4.93e-08	3.78e-08	3.15e-08
NED12-4b_LP-DIR-AF-103	NED12-4b_LP-DIR-AF	NED12-4b	3.3	206.1	39.1	0.015	0	0	0	9	273	This study	hargrave 2018-10-13 23:15:43	LT-AF-Z:LP-DIR-AF	g	103	u	4	273	pmagpy-4.2.28	1.17e-06	4.69e-08	4.08e-08	3.14e-08
NED12-4b_LP-DIR-AF-104	NED12-4b_LP-DIR-AF	NED12-4b	3.4	206.0	39.1	0.0175	0	0	0	10	273	This study	hargrave 2018-10-13 23:17:03	LT-AF-Z:LP-DIR-AF	g	104	u	4	273	pmagpy-4.2.28	1.15e-06	4.68e-08	4e-08	3.11e-08
NED12-4b_LP-DIR-AF-105	NED12-4b_LP-DIR-AF	NED12-4b	3.3	206.1	39	0.02	0	0	0	11	273	This study	hargrave 2018-10-13 23:18:24	LT-AF-Z:LP-DIR-AF	g	105	u	4	273	pmagpy-4.2.28	1.13e-06	4.56e-08	3.9e-08	3.07e-08
NED12-4b_LP-DIR-AF-106	NED12-4b_LP-DIR-AF	NED12-4b	3.3	206.3	39	0.0225	0	0	0	12	273	This study	hargrave 2018-10-13 23:19:48	LT-AF-Z:LP-DIR-AF	g	106	u	4	273	pmagpy-4.2.28	1.1e-06	4.56e-08	3.48e-08	2.97e-08
NED12-4b_LP-DIR-AF-107	NED12-4b_LP-DIR-AF	NED12-4b	3.3	207.5	38.9	0.025	0	0	0	13	273	This study	hargrave 2018-10-13 23:21:12	LT-AF-Z:LP-DIR-AF	g	107	u	4	273	pmagpy-4.2.28	1.05e-06	4.21e-08	3.6e-08	2.87e-08
NED12-4b_LP-DIR-AF-108	NED12-4b_LP-DIR-AF	NED12-4b	3.3	208.8	38.8	0.0275	0	0	0	14	273	This study	hargrave 2018-10-13 23:22:32	LT-AF-Z:LP-DIR-AF	g	108	u	4	273	pmagpy-4.2.28	9.85e-07	3.94e-08	3.3e-08	2.72e-08
NED12-4b_LP-DIR-AF-109	NED12-4b_LP-DIR-AF	NED12-4b	3.4	210.5	38.4	0.03	0	0	0	15	273	This study	hargrave 2018-10-13 23:23:56	LT-AF-Z:LP-DIR-AF	g	109	u	4	273	pmagpy-4.2.28	9.12e-07	3.7e-08	3.14e-08	2.55e-08
NED12-4b_LP-DIR-AF-110	NED12-4b_LP-DIR-AF	NED12-4b	3.4	214.5	37.4	0.035	0	0	0	16	273	This study	hargrave 2018-10-13 23:25:21	LT-AF-Z:LP-DIR-AF	g	110	u	4	273	pmagpy-4.2.28	7.68e-07	3.19e-08	2.46e-08	2.26e-08
NED12-4b_LP-DIR-AF-111	NED12-4b_LP-DIR-AF	NED12-4b	3.3	219.6	35.6	0.04	0	0	0	17	273	This study	hargrave 2018-10-13 23:26:42	LT-AF-Z:LP-DIR-AF	g	111	u	4	273	pmagpy-4.2.28	6.36e-07	2.6e-08	1.88e-08	1.95e-08
NED12-4b_LP-DIR-AF-112	NED12-4b_LP-DIR-AF	NED12-4b	3.3	225.4	33	0.045	0	0	0	18	273	This study	hargrave 2018-10-13 23:28:03	LT-AF-Z:LP-DIR-AF	g	112	u	4	273	pmagpy-4.2.28	5.28e-07	2.14e-08	1.4e-08	1.71e-08
NED12-4b_LP-DIR-AF-113	NED12-4b_LP-DIR-AF	NED12-4b	3.2	230.9	30	0.05	0	0	0	19	273	This study	hargrave 2018-10-13 23:29:24	LT-AF-Z:LP-DIR-AF	g	113	u	4	273	pmagpy-4.2.28	4.51e-07	1.79e-08	1.05e-08	1.53e-08
NED12-4b_LP-DIR-AF-114	NED12-4b_LP-DIR-AF	NED12-4b	3.1	235.9	26.8	0.055	0	0	0	20	273	This study	hargrave 2018-10-13 23:30:45	LT-AF-Z:LP-DIR-AF	g	114	u	4	273	pmagpy-4.2.28	3.96e-07	1.52e-08	7.54e-09	1.4e-08
NED12-4b_LP-DIR-AF-115	NED12-4b_LP-DIR-AF	NED12-4b	3.1	240.0	24.3	0.06	0	0	0	21	273	This study	hargrave 2018-10-13 23:32:06	LT-AF-Z:LP-DIR-AF	g	115	u	4	273	pmagpy-4.2.28	3.62e-07	1.37e-08	6.01e-09	1.31e-08
NED12-4b_LP-DIR-AF-116	NED12-4b_LP-DIR-AF	NED12-4b	3	242.5	21.9	0.065	0	0	0	22	273	This study	hargrave 2018-10-13 23:33:33	LT-AF-Z:LP-DIR-AF	g	116	u	4	273	pmagpy-4.2.28	3.36e-07	1.23e-08	4.15e-09	1.23e-08
NED12-4b_LP-DIR-AF-117	NED12-4b_LP-DIR-AF	NED12-4b	3	245.0	20	0.07	0	0	0	23	273	This study	hargrave 2018-10-13 23:34:58	LT-AF-Z:LP-DIR-AF	g	117	u	4	273	pmagpy-4.2.28	3.18e-07	1.15e-08	3.85e-09	1.18e-08
NED12-4b_LP-DIR-AF-118	NED12-4b_LP-DIR-AF	NED12-4b	3	246.6	18.9	0.075	0	0	0	24	273	This study	hargrave 2018-10-13 23:36:22	LT-AF-Z:LP-DIR-AF	g	118	u	4	273	pmagpy-4.2.28	3.05e-07	1.08e-08	3.29e-09	1.13e-08
NED12-4b_LP-DIR-AF-119	NED12-4b_LP-DIR-AF	NED12-4b	2.9	247.9	17.8	0.08	0	0	0	25	273	This study	hargrave 2018-10-13 23:37:43	LT-AF-Z:LP-DIR-AF	g	119	u	4	273	pmagpy-4.2.28	2.93e-07	1.04e-08	2.7100000000000004e-09	1.1100000000000002e-08
NED12-4b_LP-DIR-AF-120	NED12-4b_LP-DIR-AF	NED12-4b	2.9	249.5	16.6	0.09	0	0	0	26	273	This study	hargrave 2018-10-13 23:39:04	LT-AF-Z:LP-DIR-AF	g	120	u	4	273	pmagpy-4.2.28	2.74e-07	9.36e-09	2.42e-09	1.04e-08
NED12-4b_LP-DIR-AF-121	NED12-4b_LP-DIR-AF	NED12-4b	2.9	250.4	15.9	0.1	0	0	0	27	273	This study	hargrave 2018-10-13 23:40:26	LT-AF-Z:LP-DIR-AF	g	121	u	4	273	pmagpy-4.2.28	2.59e-07	8.51e-09	2.22e-09	9.85e-09
NED12-4b_LP-DIR-AF-122	NED12-4b_LP-DIR-AF	NED12-4b	2.9	251.0	15.5	0.11	0	0	0	28	273	This study	hargrave 2018-10-13 23:41:48	LT-AF-Z:LP-DIR-AF	g	122	u	4	273	pmagpy-4.2.28	2.42e-07	8.329999999999999e-09	2.19e-09	9.4e-09
NED12-4b_LP-DIR-AF-123	NED12-4b_LP-DIR-AF	NED12-4b	2.9	251.3	15.2	0.12	0	0	0	29	273	This study	hargrave 2018-10-13 23:43:10	LT-AF-Z:LP-DIR-AF	g	123	u	4	273	pmagpy-4.2.28	2.28e-07	7.52e-09	1.99e-09	8.71e-09
NED12-4b_LP-DIR-AF-124	NED12-4b_LP-DIR-AF	NED12-4b	2.9	251.4	15.3	0.13	0	0	0	30	273	This study	hargrave 2018-10-13 23:44:34	LT-AF-Z:LP-DIR-AF	g	124	u	4	273	pmagpy-4.2.28	2.14e-07	7e-09	1.89e-09	8.35e-09
NED12-5b_LP-DIR-AF-125	NED12-5b_LP-DIR-AF	NED12-5b	3.5	312.8	83.7	0	0	0	0	0	273	This study	hargrave 2018-10-13 23:46:07	LT-NO:LP-DIR-AF	g	125	u	4	273	pmagpy-4.2.28	1.52e-06	6.73e-08	6.46e-08	1.71e-08
NED12-5b_LP-DIR-AF-126	NED12-5b_LP-DIR-AF	NED12-5b	3.5	312.6	83.6	0.001	0	0	0	1	273	This study	hargrave 2018-10-13 23:47:32	LT-AF-Z:LP-DIR-AF	g	126	u	4	273	pmagpy-4.2.28	1.52e-06	6.76e-08	6.42e-08	1.74e-08
NED12-5b_LP-DIR-AF-127	NED12-5b_LP-DIR-AF	NED12-5b	3.5	311.1	83.6	0.002	0	0	0	2	273	This study	hargrave 2018-10-13 23:48:57	LT-AF-Z:LP-DIR-AF	g	127	u	4	273	pmagpy-4.2.28	1.51e-06	6.769999999999999e-08	6.41e-08	1.73e-08
NED12-5b_LP-DIR-AF-128	NED12-5b_LP-DIR-AF	NED12-5b	3.5	308.1	83.4	0.003	0	0	0	3	273	This study	hargrave 2018-10-13 23:50:18	LT-AF-Z:LP-DIR-AF	g	128	u	4	273	pmagpy-4.2.28	1.5e-06	6.690000000000001e-08	6.42e-08	1.78e-08
NED12-5b_LP-DIR-AF-129	NED12-5b_LP-DIR-AF	NED12-5b	3.5	302.9	83.1	0.004	0	0	0	4	273	This study	hargrave 2018-10-13 23:51:39	LT-AF-Z:LP-DIR-AF	g	129	u	4	273	pmagpy-4.2.28	1.49e-06	6.66e-08	6.33e-08	1.76e-08
NED12-5b_LP-DIR-AF-130	NED12-5b_LP-DIR-AF	NED12-5b	3.5	298.2	82.8	0.005	0	0	0	5	273	This study	hargrave 2018-10-13 23:53:00	LT-AF-Z:LP-DIR-AF	g	130	u	4	273	pmagpy-4.2.28	1.46e-06	6.55e-08	6.21e-08	1.82e-08
NED12-5b_LP-DIR-AF-131	NED12-5b_LP-DIR-AF	NED12-5b	3.6	285.1	81.4	0.0075	0	0	0	6	273	This study	hargrave 2018-10-13 23:54:27	LT-AF-Z:LP-DIR-AF	g	131	u	4	273	pmagpy-4.2.28	1.4e-06	6.28e-08	5.98e-08	1.9e-08
NED12-5b_LP-DIR-AF-132	NED12-5b_LP-DIR-AF	NED12-5b	3.6	276.6	79.9	0.01	0	0	0	7	273	This study	hargrave 2018-10-13 23:55:55	LT-AF-Z:LP-DIR-AF	g	132	u	4	273	pmagpy-4.2.28	1.35e-06	6.13e-08	5.76e-08	1.93e-08
NED12-5b_LP-DIR-AF-133	NED12-5b_LP-DIR-AF	NED12-5b	3.6	273.3	79	0.0125	0	0	0	8	273	This study	hargrave 2018-10-13 23:57:16	LT-AF-Z:LP-DIR-AF	g	133	u	4	273	pmagpy-4.2.28	1.32e-06	6e-08	5.55e-08	2e-08
NED12-5b_LP-DIR-AF-134	NED12-5b_LP-DIR-AF	NED12-5b	3.6	272.2	78.6	0.015	0	0	0	9	273	This study	hargrave 2018-10-13 23:58:37	LT-AF-Z:LP-DIR-AF	g	134	u	4	273	pmagpy-4.2.28	1.3e-06	5.93e-08	5.49e-08	1.98e-08
NED12-5b_LP-DIR-AF-135	NED12-5b_LP-DIR-AF	NED12-5b	3.6	272.4	78.5	0.0175	0	0	0	10	273	This study	hargrave 2018-10-13 23:59:58	LT-AF-Z:LP-DIR-AF	g	135	u	4	273	pmagpy-4.2.28	1.29e-06	5.83e-08	5.4e-08	1.97e-08
NED12-5b_LP-DIR-AF-136	NED12-5b_LP-DIR-AF	NED12-5b	3.6	273.6	78.5	0.02	0	0	0	11	273	This study	hargrave 2018-10-14 00:01:19	LT-AF-Z:LP-DIR-AF	g	136	u	4	273	pmagpy-4.2.28	1.26e-06	5.78e-08	5.28e-08	1.9e-08
NED12-5b_LP-DIR-AF-137	NED12-5b_LP-DIR-AF	NED12-5b	3.6	276.0	78.6	0.0225	0	0	0	12	273	This study	hargrave 2018-10-14 00:02:43	LT-AF-Z:LP-DIR-AF	g	137	u	4	273	pmagpy-4.2.28	1.22e-06	5.65e-08	5.16e-08	1.83e-08
NED12-5b_LP-DIR-AF-138	NED12-5b_LP-DIR-AF	NED12-5b	3.6	280.3	78.8	0.025	0	0	0	13	273	This study	hargrave 2018-10-14 00:04:08	LT-AF-Z:LP-DIR-AF	g	138	u	4	273	pmagpy-4.2.28	1.17e-06	5.41e-08	4.95e-08	1.7e-08
NED12-5b_LP-DIR-AF-139	NED12-5b_LP-DIR-AF	NED12-5b	3.6	287.1	79	0.0275	0	0	0	14	273	This study	hargrave 2018-10-14 00:05:30	LT-AF-Z:LP-DIR-AF	g	139	u	4	273	pmagpy-4.2.28	1.1e-06	5.01e-08	4.62e-08	1.54e-08
NED12-5b_LP-DIR-AF-140	NED12-5b_LP-DIR-AF	NED12-5b	3.6	296.0	78.9	0.03	0	0	0	15	273	This study	hargrave 2018-10-14 00:06:54	LT-AF-Z:LP-DIR-AF	g	140	u	4	273	pmagpy-4.2.28	1.02e-06	4.76e-08	4.28e-08	1.35e-08
NED12-5b_LP-DIR-AF-141	NED12-5b_LP-DIR-AF	NED12-5b	3.5	316.6	77.6	0.035	0	0	0	16	273	This study	hargrave 2018-10-14 00:08:15	LT-AF-Z:LP-DIR-AF	g	141	u	4	273	pmagpy-4.2.28	8.720000000000002e-07	4.04e-08	3.59e-08	1.04e-08
NED12-5b_LP-DIR-AF-142	NED12-5b_LP-DIR-AF	NED12-5b	3.5	333.8	74.5	0.04	0	0	0	17	273	This study	hargrave 2018-10-14 00:09:40	LT-AF-Z:LP-DIR-AF	g	142	u	4	273	pmagpy-4.2.28	7.47e-07	3.52e-08	3.12e-08	7.859999999999999e-09
NED12-5b_LP-DIR-AF-143	NED12-5b_LP-DIR-AF	NED12-5b	3.3	345.8	70.1	0.045	0	0	0	18	273	This study	hargrave 2018-10-14 00:11:01	LT-AF-Z:LP-DIR-AF	g	143	u	4	273	pmagpy-4.2.28	6.5e-07	2.93e-08	2.53e-08	5.9e-09
NED12-5b_LP-DIR-AF-144	NED12-5b_LP-DIR-AF	NED12-5b	3.2	352.8	65.5	0.05	0	0	0	19	273	This study	hargrave 2018-10-14 00:12:22	LT-AF-Z:LP-DIR-AF	g	144	u	4	273	pmagpy-4.2.28	5.81e-07	2.57e-08	2.17e-08	4.88e-09
NED12-5b_LP-DIR-AF-145	NED12-5b_LP-DIR-AF	NED12-5b	3.1	356.8	61.5	0.055	0	0	0	20	273	This study	hargrave 2018-10-14 00:13:43	LT-AF-Z:LP-DIR-AF	g	145	u	4	273	pmagpy-4.2.28	5.34e-07	2.3e-08	1.91e-08	4.52e-09
NED12-5b_LP-DIR-AF-146	NED12-5b_LP-DIR-AF	NED12-5b	2.9	359.2	58.4	0.06	0	0	0	21	273	This study	hargrave 2018-10-14 00:15:05	LT-AF-Z:LP-DIR-AF	g	146	u	4	273	pmagpy-4.2.28	5.02e-07	2.08e-08	1.76e-08	4.42e-09
NED12-5b_LP-DIR-AF-147	NED12-5b_LP-DIR-AF	NED12-5b	2.8	0.8	56.1	0.065	0	0	0	22	273	This study	hargrave 2018-10-14 00:16:26	LT-AF-Z:LP-DIR-AF	g	147	u	4	273	pmagpy-4.2.28	4.78e-07	1.94e-08	1.58e-08	4.36e-09
NED12-5b_LP-DIR-AF-148	NED12-5b_LP-DIR-AF	NED12-5b	2.8	1.6	54.5	0.07	0	0	0	23	273	This study	hargrave 2018-10-14 00:17:47	LT-AF-Z:LP-DIR-AF	g	148	u	4	273	pmagpy-4.2.28	4.6e-07	1.82e-08	1.5e-08	4.15e-09
NED12-5b_LP-DIR-AF-149	NED12-5b_LP-DIR-AF	NED12-5b	2.9	2.1	53.3	0.075	0	0	0	24	273	This study	hargrave 2018-10-14 00:19:12	LT-AF-Z:LP-DIR-AF	g	149	u	4	273	pmagpy-4.2.28	4.46e-07	1.74e-08	1.65e-08	4.379999999999999e-09
NED12-5b_LP-DIR-AF-150	NED12-5b_LP-DIR-AF	NED12-5b	2.9	2.6	52.4	0.08	0	0	0	25	273	This study	hargrave 2018-10-14 00:20:36	LT-AF-Z:LP-DIR-AF	g	150	u	4	273	pmagpy-4.2.28	4.32e-07	1.7e-08	1.55e-08	4.28e-09
NED12-5b_LP-DIR-AF-151	NED12-5b_LP-DIR-AF	NED12-5b	2.7	3.1	51.2	0.09	0	0	0	26	273	This study	hargrave 2018-10-14 00:21:58	LT-AF-Z:LP-DIR-AF	g	151	u	4	273	pmagpy-4.2.28	4.07e-07	1.55e-08	1.3e-08	4.2e-09
NED12-5b_LP-DIR-AF-152	NED12-5b_LP-DIR-AF	NED12-5b	2.6	3.8	50.4	0.1	0	0	0	27	273	This study	hargrave 2018-10-14 00:23:19	LT-AF-Z:LP-DIR-AF	g	152	u	4	273	pmagpy-4.2.28	3.86e-07	1.48e-08	1.2e-08	4.120000000000001e-09
NED12-5b_LP-DIR-AF-153	NED12-5b_LP-DIR-AF	NED12-5b	2.8	3.9	50	0.11	0	0	0	28	273	This study	hargrave 2018-10-14 00:24:44	LT-AF-Z:LP-DIR-AF	g	153	u	4	273	pmagpy-4.2.28	3.65e-07	1.35e-08	1.29e-08	3.8200000000000005e-09
NED12-5b_LP-DIR-AF-154	NED12-5b_LP-DIR-AF	NED12-5b	2.6	3.9	49.5	0.12	0	0	0	29	273	This study	hargrave 2018-10-14 00:26:10	LT-AF-Z:LP-DIR-AF	g	154	u	4	273	pmagpy-4.2.28	3.43e-07	1.26e-08	1.07e-08	3.68e-09
NED12-5b_LP-DIR-AF-155	NED12-5b_LP-DIR-AF	NED12-5b	2.8	3.5	49.3	0.13	0	0	0	30	273	This study	hargrave 2018-10-14 00:27:38	LT-AF-Z:LP-DIR-AF	g	155	u	4	273	pmagpy-4.2.28	3.19e-07	1.16e-08	1.14e-08	3.429999999999999e-09
NED12-6b_LP-DIR-AF-156	NED12-6b_LP-DIR-AF	NED12-6b	3.3	358.2	77.7	0	0	0	0	0	273	This study	hargrave 2018-10-14 00:29:09	LT-NO:LP-DIR-AF	g	156	u	4	273	pmagpy-4.2.28	2.89e-06	1.26e-07	1.19e-07	2.17e-08
NED12-6b_LP-DIR-AF-157	NED12-6b_LP-DIR-AF	NED12-6b	3.4	4.9	77.9	0.001	0	0	0	1	273	This study	hargrave 2018-10-14 00:30:30	LT-AF-Z:LP-DIR-AF	g	157	u	4	273	pmagpy-4.2.28	2.89e-06	1.29e-07	1.24e-07	2.13e-08
NED12-6b_LP-DIR-AF-158	NED12-6b_LP-DIR-AF	NED12-6b	3.5	3.8	78	0.002	0	0	0	2	273	This study	hargrave 2018-10-14 00:31:54	LT-AF-Z:LP-DIR-AF	g	158	u	4	273	pmagpy-4.2.28	2.87e-06	1.29e-07	1.23e-07	2.16e-08
NED12-6b_LP-DIR-AF-159	NED12-6b_LP-DIR-AF	NED12-6b	3.5	1.4	78.2	0.003	0	0	0	3	273	This study	hargrave 2018-10-14 00:33:16	LT-AF-Z:LP-DIR-AF	g	159	u	4	273	pmagpy-4.2.28	2.84e-06	1.27e-07	1.23e-07	2.13e-08
NED12-6b_LP-DIR-AF-160	NED12-6b_LP-DIR-AF	NED12-6b	3.5	357.5	78.5	0.004	0	0	0	4	273	This study	hargrave 2018-10-14 00:34:37	LT-AF-Z:LP-DIR-AF	g	160	u	4	273	pmagpy-4.2.28	2.78e-06	1.26e-07	1.19e-07	2.24e-08
NED12-6b_LP-DIR-AF-161	NED12-6b_LP-DIR-AF	NED12-6b	3.5	353.9	78.7	0.005	0	0	0	5	273	This study	hargrave 2018-10-14 00:35:59	LT-AF-Z:LP-DIR-AF	g	161	u	4	273	pmagpy-4.2.28	2.71e-06	1.23e-07	1.16e-07	2.3e-08
NED12-6b_LP-DIR-AF-162	NED12-6b_LP-DIR-AF	NED12-6b	3.5	339.1	79	0.0075	0	0	0	6	273	This study	hargrave 2018-10-14 00:37:20	LT-AF-Z:LP-DIR-AF	g	162	u	4	273	pmagpy-4.2.28	2.51e-06	1.16e-07	1.07e-07	2.51e-08
NED12-6b_LP-DIR-AF-163	NED12-6b_LP-DIR-AF	NED12-6b	3.7	323.9	78.5	0.01	0	0	0	7	273	This study	hargrave 2018-10-14 00:38:44	LT-AF-Z:LP-DIR-AF	g	163	u	4	273	pmagpy-4.2.28	2.34e-06	1.12e-07	1.02e-07	2.75e-08
NED12-6b_LP-DIR-AF-164	NED12-6b_LP-DIR-AF	NED12-6b	3.7	315.2	77.9	0.0125	0	0	0	8	273	This study	hargrave 2018-10-14 00:40:09	LT-AF-Z:LP-DIR-AF	g	164	u	4	273	pmagpy-4.2.28	2.25e-06	1.08e-07	9.72e-08	2.86e-08
NED12-6b_LP-DIR-AF-165	NED12-6b_LP-DIR-AF	NED12-6b	3.6	311.9	77.4	0.015	0	0	0	9	273	This study	hargrave 2018-10-14 00:41:31	LT-AF-Z:LP-DIR-AF	g	165	u	4	273	pmagpy-4.2.28	2.19e-06	1.02e-07	9.24e-08	2.87e-08
NED12-6b_LP-DIR-AF-166	NED12-6b_LP-DIR-AF	NED12-6b	3.6	311.9	77.1	0.0175	0	0	0	10	273	This study	hargrave 2018-10-14 00:42:52	LT-AF-Z:LP-DIR-AF	g	166	u	4	273	pmagpy-4.2.28	2.14e-06	1.01e-07	8.939999999999998e-08	2.73e-08
NED12-6b_LP-DIR-AF-167	NED12-6b_LP-DIR-AF	NED12-6b	3.6	313.5	76.8	0.02	0	0	0	11	273	This study	hargrave 2018-10-14 00:44:16	LT-AF-Z:LP-DIR-AF	g	167	u	4	273	pmagpy-4.2.28	2.08e-06	9.84e-08	8.689999999999999e-08	2.6e-08
NED12-6b_LP-DIR-AF-168	NED12-6b_LP-DIR-AF	NED12-6b	3.6	316.7	76.3	0.0225	0	0	0	12	273	This study	hargrave 2018-10-14 00:45:38	LT-AF-Z:LP-DIR-AF	g	168	u	4	273	pmagpy-4.2.28	1.99e-06	9.42e-08	8.269999999999999e-08	2.4700000000000003e-08
