tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED11-8b	NED11-8b_LP-DIR-AF	NED11-8		mc	159.3	47.4	2	12	-1	3	1.4	0.065	0.02	T	hargrave 2018-10-13 20:45:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED11
NED11-8b	NED11-8b_LP-DIR-AF	NED11-8		lc	213.2	46.4	2	4	-1	26.7	2.7	0.0075	0.003	T	hargrave 2018-10-13 20:45:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED11
NED11-8b	NED11-8b_LP-DIR-AF	NED11-8		lc	16.7	66.6	2	4	0	26.7	2.7	0.0075	0.003	T	hargrave 2018-10-13 20:45:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED11
NED11-8b	NED11-8b_LP-DIR-AF	NED11-8		mc	158.6	75.2	2	12	0	3	1.4	0.065	0.02	T	hargrave 2018-10-13 20:45:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED11
NED11-8b		NED11-8																This study	LP-NOMAG				ECMB	NED11
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		hc	16.1	61.2	3	5	-1	0	0.4	0.13	0.09	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		hc	277.2	37.7	3	5	0	0	0.4	0.13	0.09	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		lc	77.7	48.8	3	5	-1	41.5	1	0.01	0.003	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		mc	218.4	59.4	3	6	-1	31.1	0.6	0.035	0.02	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		mc	174.8	71.5	3	6	0	31.1	0.6	0.035	0.02	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-1b	NED12-1b_LP-DIR-AF	NED12-1		lc	323.5	39.1	3	5	0	41.5	1	0.01	0.003	T	hargrave 2018-10-13 21:31:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-1b		NED12-1																This study	LP-NOMAG				ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		hc	245.1	1.9	3	5	-1	0	0.4	0.13	0.09	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	b			ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		hc	299.7	17.2	3	5	0	0	0.4	0.13	0.09	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	b			ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		mc	193.7	36.2	3	8	-1	32.8	1.1	0.04	0.0175	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		lc	269.3	32.1	3	6	-1	37.9	1.5	0.01	0.002	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		lc	339.6	24.5	3	6	0	37.9	1.5	0.01	0.002	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-2b	NED12-2b_LP-DIR-AF	NED12-2		mc	269	73	3	8	0	32.8	1.1	0.04	0.0175	T	hargrave 2018-10-13 22:17:00	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED12
NED12-2b		NED12-2																This study	LP-NOMAG				ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		hc	202.8	3.1	3	5	-1	0	0.6	0.13	0.09	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		hc	278.1	39.3	3	5	0	0	0.6	0.13	0.09	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		lc	228.7	23.3	3	5	-1	39.8	2.6	0.01	0.003	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		mc	155.4	48.2	3	8	-1	34.6	1.2	0.05	0.0225	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		lc	321.2	43.9	3	5	0	39.8	2.6	0.01	0.003	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-3b	NED12-3b_LP-DIR-AF	NED12-3		mc	155.2	73.9	3	8	0	34.6	1.2	0.05	0.0225	T	hargrave 2018-10-13 23:01:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-3b		NED12-3																This study	LP-NOMAG				ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		hc	251	15.5	3	4	-1	0	0.5	0.13	0.1	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	b			ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		hc	309	23.6	3	4	0	0	0.5	0.13	0.1	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	b			ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		mc	189.2	42.2	3	9	-1	23	0.7	0.06	0.025	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		lc	271.2	36.1	3	3	-1	47.9	2	0.01	0.005	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		mc	256.1	76.7	3	9	0	23	0.7	0.06	0.025	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED12
NED12-4b	NED12-4b_LP-DIR-AF	NED12-4		lc	339.1	27.8	3	3	0	47.9	2	0.01	0.005	T	hargrave 2018-10-13 23:44:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-4b		NED12-4																This study	LP-NOMAG				ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		hc	3.8	49.6	3	3	-1	0	0.3	0.13	0.11	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		hc	281.1	35.6	3	3	0	0	0.3	0.13	0.11	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		mc	224	65.6	3	6	-1	26	0.2	0.045	0.025	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		lc	51.8	52	3	7	-1	41.4	1.9	0.01	0.001	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		lc	318.9	42.3	3	7	0	41.4	1.9	0.01	0.001	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-5b	NED12-5b_LP-DIR-AF	NED12-5		mc	174.9	72.9	3	6	0	26	0.2	0.045	0.025	T	hargrave 2018-10-14 00:27:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-5b		NED12-5																This study	LP-NOMAG				ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		hc	3.1	48.5	3	4	-1	0	0.3	0.13	0.1	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		hc	280.6	33.6	3	4	0	0	0.3	0.13	0.1	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		lc	54.8	54	3	6	-1	33.9	0.5	0.0125	0.003	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		mc	231.6	68	3	5	-1	30.6	0.6	0.04	0.025	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		mc	191.1	72.9	3	5	0	30.6	0.6	0.04	0.025	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-6b	NED12-6b_LP-DIR-AF	NED12-6		lc	319.9	43.9	3	6	0	33.9	0.5	0.0125	0.003	T	hargrave 2018-10-14 01:11:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-6b		NED12-6																This study	LP-NOMAG				ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		hc	4.4	54.2	3	4	-1	0	0.4	0.13	0.1	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		hc	266.8	35.2	3	4	0	0	0.4	0.13	0.1	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		lc	72.4	56.5	3	6	-1	30.3	0.5	0.015	0.004	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		mc	228.2	67.9	3	4	-1	32.2	0.6	0.04	0.0275	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		mc	186.5	73.3	3	4	0	32.2	0.6	0.04	0.0275	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-7b	NED12-7b_LP-DIR-AF	NED12-7		lc	314.4	47.2	3	6	0	30.3	0.5	0.015	0.004	T	hargrave 2018-10-14 01:58:21	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-7b		NED12-7																This study	LP-NOMAG				ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		hc	12.4	56.3	3	4	-1	0	0.6	0.13	0.1	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		hc	279.4	35.6	3	4	0	0	0.6	0.13	0.1	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		lc	73.1	55.2	3	9	-1	27.6	1.1	0.015	0.001	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		mc	228.5	64.8	3	5	-1	28.5	0.6	0.04	0.025	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		mc	191.8	71.1	3	5	0	28.5	0.6	0.04	0.025	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-8b	NED12-8b_LP-DIR-AF	NED12-8		lc	321.6	45	3	9	0	27.6	1.1	0.015	0.001	T	hargrave 2018-10-14 02:41:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED12
NED12-8b		NED12-8																This study	LP-NOMAG				ECMB	NED12
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		hc	303.2	54.9	3	4	-1	0	2.7	0.13	0.1	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED13
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		hc	293.7	47.3	3	4	0	0	2.7	0.13	0.1	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED13
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		lc	329.4	-15.8	3	6	-1	12.2	1.8	0.02	0.0075	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED13
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		mc	199	68.1	3	4	-1	22	0.3	0.065	0.05	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		lc	305.9	-26	3	6	0	12.2	1.8	0.02	0.0075	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED13
NED13-1b	NED13-1b_LP-DIR-AF	NED13-1		mc	197.5	78.8	3	4	0	22	0.3	0.065	0.05	T	hargrave 2018-10-14 03:29:23	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-1b		NED13-1																This study	LP-NOMAG				ECMB	NED13
NED13-2b		NED13-2																This study	LP-NOMAG				ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		hc	329.2	89.9	3	5	-1	18.9	4.7	0.13	0.09	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		mc	195.8	48.3	3	3	-1	19.2	0.6	0.045	0.035	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		lc	200.1	67.8	3	7	-1	4.8	0.8	0.01	0.001	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		hc	275.8	50.9	3	5	0	18.9	4.7	0.13	0.09	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		lc	252.9	70.6	3	7	0	4.8	0.8	0.01	0.001	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED13
NED13-3b	NED13-3b_LP-DIR-AF	NED13-3		mc	177.1	79.4	3	3	0	19.2	0.6	0.045	0.035	T	hargrave 2018-10-14 10:19:06	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-3b		NED13-3																This study	LP-NOMAG				ECMB	NED13
NED13-4b	NED13-4b_LP-DIR-AF	NED13-4		mc	200.8	57.8	2	7	-1	7.6	0.6	0.06	0.03	T	hargrave 2018-10-26 17:39:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-4b	NED13-4b_LP-DIR-AF	NED13-4		hc	319.5	58.2	2	4	-1	13.1	6.5	0.13	0.1	T	hargrave 2018-10-26 17:39:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-4b	NED13-4b_LP-DIR-AF	NED13-4		hc	285.3	42.3	2	4	0	13.1	6.5	0.13	0.1	T	hargrave 2018-10-26 17:39:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-4b	NED13-4b_LP-DIR-AF	NED13-4		mc	177	74.3	2	7	0	7.6	0.6	0.06	0.03	T	hargrave 2018-10-26 17:39:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-4b		NED13-4																This study	LP-NOMAG				ECMB	NED13
NED13-5b	NED13-5b_LP-DIR-AF	NED13-5		mc	199.9	58.5	2	9	-1	1.7	0.5	0.06	0.025	T	hargrave 2018-10-26 18:22:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-5b	NED13-5b_LP-DIR-AF	NED13-5		hc	262.3	48.7	2	4	-1	9.6	8.4	0.13	0.1	T	hargrave 2018-10-26 18:22:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-5b	NED13-5b_LP-DIR-AF	NED13-5		hc	234.6	48.1	2	4	0	9.6	8.4	0.13	0.1	T	hargrave 2018-10-26 18:22:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-5b	NED13-5b_LP-DIR-AF	NED13-5		mc	171.8	73.6	2	9	0	1.7	0.5	0.06	0.025	T	hargrave 2018-10-26 18:22:14	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-5b		NED13-5																This study	LP-NOMAG				ECMB	NED13
NED13-6b	NED13-6b_LP-DIR-AF	NED13-6		mc	215.4	63.9	2	11	-1	0.8	0.6	0.075	0.0275	T	hargrave 2018-10-26 19:05:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-6b	NED13-6b_LP-DIR-AF	NED13-6		lc	155.8	7.9	2	7	-1	55.2	1.3	0.01	0.001	T	hargrave 2018-10-26 19:05:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED13
NED13-6b	NED13-6b_LP-DIR-AF	NED13-6		mc	161.6	71.8	2	11	0	0.8	0.6	0.075	0.0275	T	hargrave 2018-10-26 19:05:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-6b	NED13-6b_LP-DIR-AF	NED13-6		lc	81.7	17.9	2	7	0	55.2	1.3	0.01	0.001	T	hargrave 2018-10-26 19:05:27	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED13
NED13-6b		NED13-6																This study	LP-NOMAG				ECMB	NED13
NED13-7b	NED13-7b_LP-DIR-AF	NED13-7		mc	219.6	59.7	2	7	-1	0.6	1	0.07	0.04	T	hargrave 2018-10-26 19:47:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-7b	NED13-7b_LP-DIR-AF	NED13-7		lc	191.8	-69.6	2	7	-1	34.7	0.5	0.0175	0.004	T	hargrave 2018-10-26 19:47:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED13
NED13-7b	NED13-7b_LP-DIR-AF	NED13-7		lc	102.4	-56.7	2	7	0	34.7	0.5	0.0175	0.004	T	hargrave 2018-10-26 19:47:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED13
NED13-7b	NED13-7b_LP-DIR-AF	NED13-7		mc	155	68.2	2	7	0	0.6	1	0.07	0.04	T	hargrave 2018-10-26 19:47:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-7b		NED13-7																This study	LP-NOMAG				ECMB	NED13
NED13-8b	NED13-8b_LP-DIR-AF	NED13-8		lc	216.7	-65.8	2	6	-1	24.1	0.5	0.02	0.0075	T	hargrave 2018-10-26 20:30:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED13
NED13-8b	NED13-8b_LP-DIR-AF	NED13-8		mc	218.7	58.4	2	4	-1	10	0.4	0.065	0.05	T	hargrave 2018-10-26 20:30:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED13
NED13-8b	NED13-8b_LP-DIR-AF	NED13-8		lc	122.5	-51.8	2	6	0	24.1	0.5	0.02	0.0075	T	hargrave 2018-10-26 20:30:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED13
NED13-8b	NED13-8b_LP-DIR-AF	NED13-8		mc	163.2	68.7	2	4	0	10	0.4	0.065	0.05	T	hargrave 2018-10-26 20:30:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED13
NED13-8b		NED13-8																This study	LP-NOMAG				ECMB	NED13
NED14-1b	NED14-1b_LP-DIR-AF	NED14-1		lc	262.8	41.5	1	23	-1	2.3	0.4	0.13	0.0125	T	hargrave 2018-10-26 21:14:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED14
NED14-1b	NED14-1b_LP-DIR-AF	NED14-1		lc	276.7	35	1	23	0	2.3	0.4	0.13	0.0125	T	hargrave 2018-10-26 21:14:24	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED14
NED14-1b		NED14-1																This study	LP-NOMAG				ECMB	NED14
NED14-2b	NED14-2b_LP-DIR-AF	NED14-2		lc	279.6	70.2	1	8	-1	1.8	0.5	0.02	0.004	T	hargrave 2018-10-26 21:57:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED14
NED14-2b	NED14-2b_LP-DIR-AF	NED14-2		lc	301	34.1	1	8	0	1.8	0.5	0.02	0.004	T	hargrave 2018-10-26 21:57:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED14
NED14-2b		NED14-2																This study	LP-NOMAG				ECMB	NED14
NED14-3b	NED14-3b_LP-DIR-AF	NED14-3		lc	319.7	41.6	3	3	-1	20	1.4	0.015	0.01	T	hargrave 2018-10-26 22:40:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED14
NED14-3b	NED14-3b_LP-DIR-AF	NED14-3		hc	289.1	37.5	3	5	-1	8.4	3.9	0.13	0.09	T	hargrave 2018-10-26 22:40:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED14
NED14-3b	NED14-3b_LP-DIR-AF	NED14-3		mc	217.5	68.2	3	3	-1	40.5	1.4	0.045	0.035	T	hargrave 2018-10-26 22:40:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED14
NED14-3b	NED14-3b_LP-DIR-AF	NED14-3		mc	194.9	72.6	3	3	0	40.5	1.4	0.045	0.035	T	hargrave 2018-10-26 22:40:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED14
